"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
7465,"T2","interview","eng","2020-01-31 13:25:53",1,1,1,101,1,101,2,"GED","IGK","normal",1,1,1920,1080,780,"AC1910",5,17,5,39,15,5,6,7,15,8,2,25,6,485,"2020-01-31 13:33:58",1,0,47,47,1,101,1,101,2,1,2,101,2,101,3,4,3,4,12,4,38,5,4,3,3,2,2,3,9,8,9,7,2,3,5,3,4,7,1,1,2,1,1,1,1,1,1,1,1,15,1,NA,2,1,"15",5,20,18,25,NA,54,16,NA,28,16,".","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Language use based on an individuals perception on a situation","Enjoyable, easy to understand","no","UK","UK",NA,10,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,1,1,1,1,1,1,1
7466,"T2","interview","eng","2020-01-31 14:17:20",1,1,1,101,1,101,2,"GED","KGI","swapped",1,1,1440,900,780,"AC1910",8,84,15,54,30,6,8,4,11,34,9,38,14,723,"2020-01-31 14:33:54",1,0,47,47,2,101,2,1,2,101,1,101,1,1,6,8,4,8,8,2,59,10,4,8,6,37,1,6,5,5,5,9,2,1,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14,1,NA,2,1,"15",10,28,27,63,NA,66,189,NA,47,10,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To learn about how different people interpret language used in different ways.",NA,"no ","Great Britain","Great Britain",NA,17,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,42,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,1,1,1,1,1,1,1
7468,"T2","interview","eng","2020-01-31 21:16:13",75,11,2,77,2,19,2,"GED","KIG","swapped",1,1,1366,768,780,"AC1910",18,32,6,242,22,61,32,7,17,11,7,109,9,974,"2020-01-31 21:41:47",1,0,47,47,1,76,1,29,1,40,1,76,1,64,11,8,14,29,34,3,223,6,5,7,5,10,2,2,9,4,9,8,1,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,14,1,NA,2,1,"15",8,26,22,54,NA,189,106,NA,32,13,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To find out how learning works based on perceptual fluency","The materials in the study were well structured and interesting","No","United Kingdom","India",NA,17,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,134,NA,NA,NA,NA,NA,NA,"G","K","I",NA,NA,1,1,1,1,1,1,1
7476,"T2","interview","eng","2020-02-01 15:04:11",NA,NA,NA,NA,NA,NA,NA,"GED","GIK","swapped",1,1,1440,900,780,"AC1910",5,27,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"2020-02-01 15:04:55",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,NA
7477,"T2","interview","eng","2020-02-01 15:05:05",15,1,2,1,2,1,2,"GDE","KGI","normal",1,1,1440,900,780,"AC1910",3,8,9,59,16,4,12,5,14,8,4,56,8,574,"2020-02-01 15:14:40",1,0,47,47,1,89,1,93,2,91,1,89,1,11,13,9,4,5,14,2,39,7,3,6,4,8,1,4,6,5,6,6,3,3,2,2,5,5,1,1,1,1,1,1,2,1,1,1,1,17,1,NA,2,1,"15",7,29,22,31,NA,29,22,NA,35,12,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom","United Kingdom",NA,19,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44,NA,NA,NA,NA,NA,NA,"G","K","I",NA,NA,1,1,1,1,1,1,1
7482,"T2","interview","eng","2020-02-02 01:05:41",NA,NA,NA,NA,NA,NA,NA,"GED","GIK","swapped",1,1,1366,768,780,"AC1910",9,92,11,2,33,6,NA,NA,NA,NA,NA,NA,NA,69,"2020-02-02 01:08:15",0,0,6,6,NA,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,0
7483,"T2","interview","eng","2020-02-02 01:08:20",72,99,1,101,1,10,1,"EGD","KGI","swapped",1,1,1366,768,780,"AC1910",4,11,3,43,13,6,11,9,15,16,6,127,8,733,"2020-02-02 01:31:34",1,0,47,47,2,73,1,75,2,9,1,91,1,23,4,8,5,10,10,7,380,6,4,3,4,3,2,9,9,6,2,1,9,1,9,8,3,3,1,1,1,2,1,1,1,1,1,1,1,16,1,NA,2,1,"15",5,63,206,88,NA,60,31,NA,85,49,"I think the scenarios should be attached to the question page as once you read it you couldn't return to the previous screen.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it was different, the way I had to answer the questions was different ","nope","England","Nigeria",NA,7,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,80,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,1,1,1,1,1,1,1
7490,"T2","interview","eng","2020-02-02 16:17:45",NA,NA,NA,NA,NA,NA,NA,"GED","GIK","normal",1,1,1301,731,780,"AC1910",3,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"2020-02-02 16:18:06",0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,NA
7492,"T2","interview","eng","2020-02-02 20:33:00",NA,NA,NA,NA,NA,NA,NA,"EDG","GKI","swapped",1,1,1440,900,780,"AC1910",6,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"2020-02-02 20:33:24",0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,1,1,1,1,1,1,NA
7506,"T2","interview","eng","2020-02-03 17:09:49",1,3,1,98,1,100,2,"GDE","GIK","swapped",1,1,1440,900,780,"AC1910",14,29,5,57,44,4,9,3,9,9,3,34,10,566,"2020-02-03 17:19:15",1,0,47,47,2,98,2,98,2,101,1,101,1,101,4,5,3,7,9,1,39,8,3,5,3,4,1,2,9,9,5,9,2,6,5,2,3,5,1,1,2,1,1,1,1,1,1,1,1,13,2,NA,2,1,"15",8,20,24,24,NA,44,19,NA,21,12,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To investigate how language works. ",NA,"No. ","United Kingdom","Denmark",NA,28,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,38,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,1,1,1,1,1,1,1
